Label Index,EAN Code,GS1 Code,Barcode Encoded,QR Encoded,Product Name,Product Category,Product Desc,MRP,Contact,Image URL
22,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12022,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
23,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12023,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
24,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12024,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
25,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12025,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
26,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12026,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
27,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12027,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
28,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12028,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
29,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12029,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
30,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12030,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
31,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12031,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
32,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12032,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
33,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12033,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
34,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12034,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
35,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12035,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
36,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12036,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
37,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12037,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
38,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12038,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
39,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12039,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
40,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12040,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
41,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12041,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
42,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12042,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
43,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12043,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
44,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12044,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
45,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12045,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
46,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12046,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
47,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12047,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
48,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12048,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
49,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12049,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
50,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12050,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
51,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12051,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
52,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12052,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
53,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12053,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
54,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12054,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
55,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12055,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
56,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12056,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
57,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12057,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
58,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12058,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
59,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12059,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
60,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12060,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
61,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12061,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
62,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12062,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
63,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12063,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
64,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12064,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
65,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12065,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
66,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12066,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
67,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12067,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
68,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12068,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
69,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12069,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
70,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12070,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
71,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12071,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
72,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12072,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
73,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12073,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
74,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12074,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
75,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12075,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
76,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12076,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
77,8.90761E+11,SHGS12,890761239999SHGS12,890761239999SHGS12077,ARROW MENS SHIRT,NYLON SHIRT,MENS CHEQUERED FORMAL SHIRT,₹1999,"+911234567890, test@123.com",https://cdn06.nnnow.com/web-images/medium/styles/0MFT5QABBM8/1764573200329/1.jpg
